file,result_2ls_TPDB_copy1,time_taken_2ls_TPDB_copy1,result_2ls_TPDB_copy2,time_taken_2ls_TPDB_copy2,result_2ls_TPDB_copy3,time_taken_2ls_TPDB_copy3,consistency
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex3.09_true-termination.c,Maybe,0.26,Maybe,0.26,Maybe,0.27,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c,Maybe,0.92,Maybe,0.92,Maybe,0.92,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex2.02_false-termination.c,Maybe,0.56,Maybe,0.56,Maybe,0.57,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination.c,Maybe,0.81,Maybe,0.81,Maybe,0.8,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex3.03_true-termination.c,Maybe,1.39,Maybe,1.51,Maybe,1.39,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/svcomp_cstrspn_true-termination.c,Maybe,0.61,Maybe,0.61,Maybe,0.62,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c,YES,0.11,YES,0.14,YES,0.13,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c,YES,0.14,YES,0.14,YES,0.15,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/HarrisLalNoriRajamani-SAS2010-Fig2_false-termination.c,Maybe,0.95,Maybe,1.36,Maybe,1.36,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-counterex1a_true-termination.c,Maybe,0.54,Maybe,0.54,Maybe,0.54,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c,Maybe,0.7,Maybe,1.01,Maybe,1.01,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/aaron2_true-termination.c,Maybe,0.33,Maybe,0.33,Maybe,0.32,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/aaron3_true-termination.c,Maybe,0.56,Maybe,0.55,Maybe,0.55,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/LeeJonesBen-Amram-POPL2001-Ex3_true-termination.c,YES,0.28,YES,0.27,YES,0.27,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/Masse-VMCAI2014-Fig1b_true-termination.c,Maybe,0.24,Maybe,0.23,Maybe,0.23,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c,Maybe,0.63,Maybe,0.63,Maybe,0.63,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c,Maybe,0.44,Maybe,0.45,Maybe,0.45,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/joey_false-termination.c,YES,0.19,YES,0.2,YES,0.19,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/BradleyMannaSipma-CAV2005-Fig1-modified_false-termination.c,Maybe,0.48,Maybe,0.47,Maybe,0.47,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination.c,Maybe,8.09,Maybe,7.95,Maybe,8.22,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/aviad_true-termination.c,YES,0.48,YES,0.48,YES,0.48,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/BradleyMannaSipma-CAV2005-Fig1_true-termination.c,YES,0.24,YES,0.25,YES,0.24,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/TelAviv-Amir-Minimum_true-termination.c,Maybe,2.46,Maybe,2.81,Maybe,2.92,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex1.03_true-termination.c,Maybe,0.28,Maybe,0.28,Maybe,0.21,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/LeeJonesBen-Amram-POPL2001-Ex5_true-termination.c,YES,0.17,YES,0.17,YES,0.18,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex3.08_true-termination.c,Maybe,2.11,Maybe,1.67,Maybe,1.65,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/svcomp_cstrcspn_true-termination.c,Maybe,0.45,Maybe,0.61,Maybe,0.45,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/LeeJonesBen-Amram-POPL2001-Ex2_true-termination.c,TIMEOUT,300.03,TIMEOUT,300.03,TIMEOUT,300.03,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/GopanReps-CAV2006-Fig1a_true-termination.c.c,Maybe,0.59,Maybe,0.58,Maybe,0.59,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c,YES,0.11,YES,0.1,YES,0.11,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/Toulouse-BranchesToLoop_true-termination.c,Maybe,0.62,Maybe,0.61,Maybe,0.61,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/svcomp_cstrpbrk_true-termination.c,Maybe,0.59,Maybe,0.42,Maybe,0.42,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c,Maybe,6.56,Maybe,6.59,Maybe,6.64,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/ChenFlurMukhopadhyay-SAS2012-Ex2.07_true-termination.c,Maybe,0.7,Maybe,0.71,Maybe,0.71,True
TPDB_Y2024_filtered_VBS/SV-COMP_Termination_Category/CookSeeZuleger-TACAS2013-Fig7a_true-termination.c,YES,0.37,YES,0.26,YES,0.27,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/ex3.c,YES,0.19,YES,0.18,YES,0.19,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_c.08.c,YES,0.6,YES,0.42,YES,0.61,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/rec_strlen.c,Failed,0.25,Failed,0.24,Failed,0.26,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/rec_counter1.c,YES,0.28,YES,0.2,YES,0.28,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_Ackermann01_true-unreach-call_modified_modified.c,YES,0.34,YES,0.33,YES,0.34,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_ex3a.c,YES,0.48,YES,0.33,YES,0.47,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.06.c,YES,0.41,YES,0.4,YES,0.4,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_java_Break.c,YES,0.2,YES,0.15,YES,0.16,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.09_assume.c,YES,0.37,YES,0.37,YES,0.37,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/LogRecursive_true.c,YES,0.33,YES,0.33,YES,0.33,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_recHanoi02_true-unreach-call_true-termination_modified.c,YES,0.21,YES,0.21,YES,0.2,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/Avg_true.c,YES,0.28,YES,0.2,YES,0.28,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/rec_counter3.c,Maybe,0.24,Maybe,0.24,Maybe,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_a.07.c,YES,0.57,YES,0.56,YES,0.57,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.01.c,YES,0.41,YES,0.41,YES,0.41,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_twisted.c,Maybe,1.25,Maybe,1.24,Maybe,1.25,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.02.c,YES,0.47,YES,0.46,YES,0.48,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_a.09_assume.c,Maybe,0.53,Maybe,0.37,Maybe,0.53,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.18.c,YES,0.52,YES,0.52,YES,0.53,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_java_LogBuiltIn.c,YES,0.39,YES,0.28,YES,0.4,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_ex2.c,Maybe,1.34,Maybe,1.33,Maybe,1.34,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_a.05.c,Maybe,5.79,Maybe,5.47,Maybe,5.94,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.10.c,Maybe,0.72,Maybe,0.49,Maybe,0.72,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.11.c,YES,0.4,YES,0.28,YES,0.29,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/Et1_true.c,YES,0.18,YES,0.18,YES,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/TerminatorRec02_true.c,YES,0.23,YES,0.18,YES,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_c.07.c,YES,0.65,YES,0.93,YES,0.94,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_a.04.c,YES,0.41,YES,0.41,YES,0.42,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_easySum.c,YES,0.29,YES,0.41,YES,0.41,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.04.c,YES,0.39,YES,0.4,YES,0.4,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.14.c,YES,0.66,YES,0.94,YES,0.94,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.09-no-inv_assume.c,Maybe,6.73,Maybe,6.52,Maybe,6.61,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_gcd01_true-unreach-call_true-termination_modified.c,YES,0.25,YES,0.25,YES,0.26,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/TwoWay_true.c,YES,0.28,YES,0.2,YES,0.2,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_c.02.c,YES,0.55,YES,0.55,YES,0.55,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_ex1.c,YES,0.35,YES,0.25,YES,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_java_AG313.c,YES,0.33,YES,0.45,YES,0.45,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_a.08.c,YES,0.49,YES,0.34,YES,0.5,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.07.c,YES,0.36,YES,0.5,YES,0.5,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_MultCommutative_true-unreach-call_true-termination_modified.c,TIMEOUT,300.03,TIMEOUT,300.02,TIMEOUT,300.03,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_Addition01_true-unreach-call_true-termination_modified.c,YES,0.3,YES,0.3,YES,0.31,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_c.01_assume.c,Maybe,0.37,Maybe,0.51,Maybe,0.52,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_Fibonacci01_true-unreach-call_modified.c,YES,0.13,YES,0.13,YES,0.14,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/Binomial_true.c,TIMEOUT,300.02,TIMEOUT,300.02,TIMEOUT,300.02,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/Et2_true.c,YES,0.26,YES,0.27,YES,0.27,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_fermat.c,YES,87.7,YES,86.6,YES,85.74,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_java_Nested.c,YES,0.49,YES,0.68,YES,0.71,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_a.10.c,YES,0.25,YES,0.26,YES,0.35,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_java_Sequence.c,YES,0.26,YES,0.36,YES,0.36,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.17.c,YES,0.62,YES,0.44,YES,0.63,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_a.06.c,TIMEOUT,300.1,TIMEOUT,300.1,TIMEOUT,300.11,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.13.c,YES,0.57,YES,0.57,YES,0.58,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.15.c,YES,0.61,YES,0.6,YES,0.87,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.03_assume.c,Maybe,0.32,Maybe,0.33,Maybe,0.34,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/Et4_true.c,YES,0.27,YES,0.27,YES,0.37,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/LeUserDefRec_true.c,YES,0.28,YES,0.2,YES,0.2,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_EvenOdd01_true-unreach-call_true-termination_modified.c,TIMEOUT,300.03,TIMEOUT,300.03,TIMEOUT,300.03,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_ex3b.c,Maybe,0.99,Maybe,1.03,Maybe,0.99,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_c.01-no-inv.c,Maybe,0.56,Maybe,0.81,Maybe,0.8,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_a.01.c,YES,0.46,YES,0.46,YES,0.66,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/Et3_true.c,YES,0.19,YES,0.26,YES,0.26,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_flag.c,YES,0.49,YES,0.5,YES,0.73,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.03-no-inv_assume.c,Maybe,0.31,Maybe,0.44,Maybe,0.44,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.05.c,YES,0.23,YES,0.23,YES,0.33,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.12.c,YES,0.58,YES,0.59,YES,0.58,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/ex2.c,TIMEOUT,300.02,TIMEOUT,300.02,TIMEOUT,300.02,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/Parts_true.c,Maybe,0.92,Maybe,0.94,Maybe,0.9,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_c.03.c,YES,0.41,YES,0.61,YES,0.61,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_java_Continue1.c,YES,0.27,YES,0.28,YES,0.21,True
TPDB_Y2024_filtered_VBS/AProVE_numeric/svcomp_b.16.c,YES,0.37,YES,0.55,YES,0.39,True
